rentals,temp_c,humidity,wind_kph,is_holiday,season
657,7.783223168,0.22552048,18.05770904,0,winter
632,16.69193695,0.533522733,15.97583062,0,spring
546,17.04421228,0.879504754,13.23557502,1,spring
650,18.46025454,0.623326718,18.1591024,1,autumn
730,19.84152361,0.244849392,0.5,1,summer
677,29.11545718,0.770392646,10.7106978,1,summer
708,17.91746651,0.583574495,8.043817358,0,spring
639,26.70386743,0.440498668,18.1123071,1,summer
640,15.87995139,0.750022485,11.42166147,1,autumn
737,27.56993445,0.420637227,16.10651475,0,summer
569,6.632430439,0.358670483,13.10975088,0,winter
462,5.33170172,0.556575928,17.86840212,1,winter
662,11.45237489,0.413713701,16.53255211,1,autumn
550,6.030214742,0.617655389,12.42030092,0,winter
605,11.05975854,0.849750931,14.95907467,0,autumn
680,17.74370765,0.780481461,12.45435427,0,spring
528,6.77699121,0.727872345,10.18049211,0,winter
647,16.45015608,0.665335762,14.94301572,0,autumn
679,14.02483127,0.849842459,20.23741327,0,spring
670,30.06408474,0.504726866,16.75854596,1,summer
680,9.347467121,0.840842096,8.477696871,0,spring
363,3.917055699,0.897703528,16.69456902,1,winter
619,12.0181483,0.87912484,8.394837694,1,autumn
538,5.269024443,0.810873091,0.5,1,winter
749,28.4618371,0.625464645,7.585257592,1,summer
713,12.84882167,0.257548357,13.17317523,0,autumn
641,10.04124219,0.828074427,5.074351351,1,autumn
350,-2.609097301,0.744414224,13.27660519,1,winter
642,16.63700522,0.17551939,18.18435753,0,spring
721,17.82246068,0.541171041,11.92892489,0,autumn
681,13.70081558,0.765849638,14.51602184,0,autumn
618,11.43124428,0.526273628,10.89884879,1,winter
877,29.33410991,0.116336178,0.5,1,autumn
727,23.01587918,0.306223363,13.53096085,0,summer
736,30.17064025,0.517409246,8.534406894,0,summer
638,20.29519793,0.84747286,13.73455281,1,summer
765,20.09357968,0.595383516,2.471389852,1,spring
665,29.64193219,0.856726225,13.17579008,1,summer
593,15.87586862,0.471944633,14.96941401,1,spring
627,13.44880621,0.767467705,19.26300885,0,spring
435,1.655669563,0.598727996,13.42452031,1,winter
645,12.09040563,0.4363309,5.711145868,1,autumn
604,17.84301284,0.537223629,12.47910804,1,spring
811,24.19726636,0.626904901,2.578191456,0,summer
768,23.11823297,0.821069621,2.821595343,0,summer
665,12.90435356,0.510551044,13.57582697,1,autumn
402,-1.022484852,0.811593163,15.15478812,0,winter
651,15.01967299,0.736294914,13.45234031,0,spring
714,28.00594024,0.695146795,18.35242515,1,summer
715,29.33167095,0.263850866,16.40694328,0,summer
627,10.69889283,0.909721328,15.23619788,0,winter
738,23.07210909,0.784698989,4.125256205,1,summer
669,14.22975041,0.631659516,8.834950307,0,spring
659,15.80388747,0.865395929,13.1882127,0,spring
828,27.75196656,0.304852262,5.086775134,0,summer
652,16.8204787,0.82479977,6.207195682,1,autumn
834,26.08554748,0.209174112,4.658382695,0,summer
777,23.55887896,0.674292957,8.928292159,0,summer
715,12.80462846,0.633085049,13.17730184,0,autumn
737,27.85365867,0.495733038,18.26622774,1,summer
578,4.972400805,0.747766696,12.50642845,0,winter
703,15.07498432,0.668369522,10.53529703,0,spring
594,6.425657071,0.578249791,7.072828648,0,winter
415,5.86751907,0.829120735,18.87040078,1,winter
539,5.778159529,0.536845878,13.57021162,0,winter
505,11.40031128,0.811382023,15.92228951,1,winter
771,16.74090603,0.351445587,7.085946528,0,autumn
641,22.16712917,0.411740169,6.027932722,1,autumn
666,20.40935673,0.400577947,13.55097958,1,spring
766,26.66200859,0.537566467,12.84675248,0,summer
647,20.98284073,0.836170658,18.40922288,1,summer
453,-2.507805542,0.77378016,8.977230724,0,winter
544,4.17882135,0.671909682,11.06479855,0,winter
580,14.7893347,0.78058063,9.667101763,1,autumn
651,8.899827383,0.537904896,17.4894606,0,autumn
769,28.78342303,0.641334088,8.238963276,1,summer
732,23.6035288,0.880732284,16.17055799,0,summer
438,0.270671624,0.803139648,12.0099362,1,winter
617,13.67901956,0.390791209,15.05839682,1,spring
674,18.10099203,0.613863381,19.04742825,1,summer
685,28.5824331,0.487682978,14.8271111,1,summer
621,18.00677078,0.303617242,21.92066013,0,autumn
666,24.47483034,0.429078372,14.01921788,0,summer
678,14.72964527,0.588693503,3.122155054,1,summer
633,11.5870877,0.464864266,14.12541604,0,spring
636,23.39703174,0.686837458,11.1913835,1,summer
572,13.43498664,0.928361704,7.891844441,0,spring
672,24.97124125,0.577712604,11.22043498,1,autumn
826,23.58818955,0.369841058,7.801556139,0,summer
583,12.66340891,0.95,14.35580259,0,spring
653,15.89760593,0.567148621,13.62141957,1,autumn
642,20.19940258,0.651356092,16.66692384,0,summer
703,19.8273803,0.334021383,15.34410943,1,summer
718,23.02942221,0.296407388,15.42556207,1,autumn
662,14.43139698,0.518931508,5.265451177,0,autumn
590,11.93071026,0.666464739,10.78015143,1,spring
694,15.82844401,0.503326355,2.404768831,1,spring
676,16.15036531,0.317094297,15.16438769,1,autumn
453,4.681107443,0.843270755,12.14227634,1,winter
603,16.09096761,0.555518677,13.5206361,0,autumn
633,14.1943629,0.595682854,11.65746041,1,summer
703,12.43434911,0.301835614,13.65626612,1,autumn
741,11.70704275,0.724209307,1.917866017,0,spring
678,21.96605004,0.74613016,13.7521885,0,summer
621,24.871644,0.847530019,20.88660828,0,summer
680,23.2303765,0.590776038,13.99789967,0,summer
668,19.24258402,0.833905055,9.851821182,0,autumn
679,28.98309322,0.881422165,18.74859505,0,summer
543,4.176664779,0.681236782,13.74608717,0,winter
805,26.59043151,0.264924748,13.976711,1,summer
561,13.09136868,0.517501931,22.02824716,1,spring
725,16.31881567,0.733085951,14.4313744,0,autumn
622,9.550492398,0.886431323,8.85577825,0,winter
666,15.87530913,0.839778138,7.860137671,0,autumn
422,4.812905351,0.802771739,17.66938052,0,winter
773,20.02033352,0.525438848,3.92991232,0,summer
618,6.059831442,0.744094266,9.536650949,0,winter
701,20.77658787,0.700143404,8.675007548,0,spring
710,17.0497587,0.44495176,17.02927759,1,spring
459,5.426016641,0.748197506,11.00828132,1,winter
733,11.97735643,0.141771187,12.95152736,0,winter
668,13.7092123,0.601463615,2.664456153,1,autumn
470,2.65323998,0.76158417,9.485148435,0,winter
635,19.05828751,0.871434654,11.87285049,1,summer
639,18.71248841,0.62695028,11.7895532,1,autumn
629,15.72137263,0.325670121,12.00821674,1,summer
682,28.85479245,0.664269774,14.96873043,0,summer
513,11.07501478,0.745382831,13.25457776,0,spring
652,15.07085699,0.836768854,18.68783885,0,spring
561,2.144081703,0.450438672,9.380914404,0,winter
667,27.74296649,0.83682984,11.40010104,1,summer
480,4.074821512,0.869834578,9.784867157,0,winter
750,30.75173958,0.367922935,19.82151265,1,summer
476,8.297542002,0.780100563,18.36213576,1,spring
770,20.37971294,0.602756634,5.327164121,1,summer
795,18.61589886,0.71275051,5.601916338,0,summer
699,21.46669298,0.72440029,16.54784037,0,autumn
631,19.40741297,0.95,17.1561305,0,autumn
702,15.57216585,0.476987578,14.69159025,0,autumn
780,24.36727879,0.552407997,4.67615192,0,summer
795,28.88760832,0.442542194,9.151269803,1,summer
608,12.13309476,0.640215011,8.748440445,1,autumn
796,21.6189698,0.322918996,10.69568544,1,autumn
769,26.49699353,0.71085073,11.08573909,0,summer
666,17.56483583,0.885382228,3.850031091,1,spring
599,3.26941868,0.507837009,8.606137705,0,winter
746,14.21095568,0.426224203,9.284385646,0,autumn
642,8.79598412,0.50844752,1.507982001,0,winter
422,3.777522253,0.66901739,20.40910038,0,winter
415,3.014578154,0.57410723,20.38899664,0,winter
538,1.504352659,0.172095111,7.785192298,0,winter
697,18.93818943,0.655949117,9.319019695,0,autumn
741,22.47452171,0.311699434,9.446695953,1,summer
836,16.23494679,0.22260542,8.168540095,0,spring
677,16.45023384,0.161845884,14.75437938,1,spring
613,10.8929138,0.594303568,6.554036519,1,winter
673,21.61248647,0.355928559,16.67036996,1,summer
578,7.405366057,0.901658263,15.13803695,1,spring
591,19.8477648,0.758360603,11.93524911,1,spring
664,29.18927475,0.635410697,21.7944689,1,summer
563,6.792000184,0.328125817,16.22879716,0,winter
752,21.26704666,0.152542553,10.16080668,1,summer
660,12.10337843,0.532128509,11.016909,0,spring
571,10.52757836,0.386916485,17.83184004,1,autumn
610,10.24084997,0.570138927,8.11839964,0,spring
806,29.50321604,0.74027085,6.732591595,0,summer
637,9.557720361,0.478912458,16.1163531,1,spring
640,14.46610473,0.594987425,15.71833193,1,spring
825,25.99536718,0.518946511,8.351454091,0,summer
605,20.6050374,0.740702936,21.64560813,1,spring
385,4.144826597,0.917045776,10.03466057,1,winter
562,18.78122004,0.894041501,17.26165276,1,autumn
550,6.344670161,0.717811365,14.48737843,0,winter
666,22.13395177,0.518420585,8.058752472,0,summer
646,13.56579985,0.558252016,11.54819287,1,autumn
696,11.32344644,0.607386679,0.5,1,autumn
743,21.95470734,0.31486058,17.07846651,0,summer
674,19.3379296,0.407233696,12.49612842,0,autumn
587,5.770502814,0.190069119,16.95457625,0,autumn
540,6.0269379,0.544422938,7.967453072,1,winter
739,23.38489509,0.424203392,11.21122899,1,summer
614,6.913305493,0.408932024,5.236281748,0,winter
624,16.72526772,0.363501657,8.449720092,1,spring
741,16.13181016,0.403544945,16.01441878,1,spring
773,26.71169784,0.295334416,14.76929116,0,summer
415,-2.137476602,0.401911082,18.85014064,0,winter
654,19.82458948,0.488456557,17.44538907,0,spring
573,3.529721649,0.382186318,12.96580302,0,winter
765,15.49138464,0.512455008,0.5,0,autumn
619,11.51199682,0.32482136,19.38629649,1,autumn
511,9.70735688,0.712886538,13.24130429,1,spring
487,18.37193179,0.558990073,28.03670382,1,autumn
582,9.315654437,0.650284206,21.57865701,1,spring
606,14.80097556,0.830910613,15.41418369,1,autumn
466,-0.678240251,0.63312358,13.40717503,0,winter
607,6.957828079,0.449236792,10.73647264,1,winter
504,0.782854428,0.578252985,6.780328449,0,winter
661,10.38851394,0.660361517,9.080161253,0,spring
532,7.978119388,0.305404727,11.93866203,0,winter
691,20.67503105,0.721431945,6.821734375,1,autumn
580,10.92153513,0.926235312,10.67922655,1,autumn
432,0.584199218,0.873577084,17.56101096,1,winter
774,23.53844045,0.340894018,7.15278765,0,summer
712,10.57831806,0.428458934,11.06702148,1,spring
509,9.538966533,0.165275993,10.65203013,1,winter
686,15.58063573,0.891630017,12.83063557,0,autumn
588,15.89052852,0.686537882,7.420042716,1,spring
797,21.75031881,0.47201171,9.936941875,0,summer
734,13.18920543,0.522895104,0.549742253,1,spring
569,12.13949412,0.813769593,11.19201733,0,winter
696,23.7953516,0.358436863,15.47855373,1,summer
582,11.45404458,0.831304792,15.4969748,0,spring
655,13.63945932,0.840216477,17.63809273,0,summer
629,10.68413937,0.76185263,6.954316818,0,autumn
563,7.144709508,0.730237547,13.54554718,1,autumn
464,1.034339823,0.566295584,12.65239281,1,winter
734,20.93568642,0.570170874,10.84737159,1,summer
701,19.98265106,0.329548298,13.74194384,1,autumn
542,8.063255498,0.787746631,12.49041752,1,winter
796,26.83308486,0.64915963,7.53085458,0,summer
590,7.582759518,0.519061372,20.33910223,0,spring
690,17.58061476,0.141405,20.21660225,1,autumn
664,9.762824232,0.550616286,6.051001652,0,autumn
681,24.91494223,0.668557376,15.00748527,1,summer
657,22.79610522,0.748818777,8.956433365,1,autumn
640,19.6664521,0.906936187,16.24580864,1,autumn
517,8.196742887,0.731667573,8.306709088,1,winter
636,10.05846611,0.461457325,6.359940448,1,spring
694,22.6057335,0.784426022,14.67116427,0,summer
797,30.283458,0.21073848,9.534708061,1,summer
782,27.07951658,0.366085266,13.41709946,0,summer
690,14.77106841,0.769568207,10.00298054,0,spring
731,19.85769617,0.607214967,6.709286204,1,summer
568,8.492226477,0.839967781,0.5,1,spring
477,4.238593142,0.652558458,17.14411108,0,winter
576,7.614069028,0.591871536,13.78973736,1,autumn
815,29.53046224,0.417763977,1.416960773,1,summer
651,14.59717324,0.460994415,6.6869442,1,spring
561,9.847151096,0.744671994,10.86299382,0,winter
586,12.30940058,0.818108778,18.63557431,0,autumn
465,8.828256546,0.781605581,15.61424866,1,winter
629,19.54203856,0.708032614,16.0932522,1,autumn
599,8.43899546,0.749832426,14.06476408,0,winter
519,8.79016805,0.7293464,12.03629657,0,winter
601,18.9045496,0.947979832,12.71944721,0,autumn
777,23.4203327,0.490927684,14.19140227,0,summer
529,7.679692713,0.830726849,9.088688814,1,winter
806,22.6194671,0.825363179,1.787134247,1,summer
439,4.566486059,0.608811293,13.92186383,1,winter
725,16.73028236,0.838492155,11.10473802,0,summer
684,15.52326481,0.73294659,4.52996548,1,spring
589,13.49828725,0.557070462,10.85934029,1,spring
677,32.64138043,0.770086153,17.7539197,1,summer
797,16.1691124,0.626064501,7.541560544,0,autumn
754,24.49820942,0.602041445,10.3973339,1,summer
571,8.201438535,0.880314441,9.707414274,0,winter
707,22.49982926,0.95,7.692238458,0,summer
767,27.94070228,0.1,8.515235194,0,summer
694,25.24189897,0.588867199,10.93624304,0,summer
563,9.270878725,0.784581954,16.41197901,0,autumn
566,1.554310096,0.561112261,12.56904003,0,spring
511,8.876686455,0.714278529,16.27685829,1,winter
554,1.344374475,0.475428551,10.96813787,1,winter
584,15.38545984,0.799694528,12.44736306,1,autumn
676,19.14245759,0.575152118,4.142383229,1,autumn
640,11.04691531,0.253774572,14.13648246,1,autumn
687,27.34550767,0.586706031,16.43195003,1,summer
570,5.91312195,0.736588871,12.38543771,1,winter
617,9.474910945,0.607713526,17.14043287,0,spring
609,10.18905726,0.198386514,17.8881878,1,spring
692,25.79122739,0.735988258,12.79182689,0,summer
695,22.47713963,0.929242909,14.35880972,0,autumn
708,15.0613933,0.692364078,21.71078671,0,autumn
641,11.08906981,0.594211385,8.23701625,1,autumn
480,4.849470446,0.571693438,14.01299843,0,winter
391,5.005046235,0.895228901,21.15345554,0,winter
551,4.791708411,0.535244435,9.023681373,0,winter
664,22.8175956,0.53239956,21.46576635,1,summer
615,19.4486203,0.813443827,12.82524088,1,autumn
612,15.70730498,0.95,8.923615075,1,autumn
644,19.91504066,0.52901633,15.16298526,1,autumn
745,15.42617488,0.245232434,16.20486201,0,autumn
662,14.02512605,0.284224748,9.989636839,0,autumn
704,25.74996774,0.701793895,13.3700409,0,summer
655,13.0602504,0.81257539,10.52857235,1,spring
753,17.70287975,0.715122419,9.541378642,0,spring
602,12.49690518,0.695734288,14.2501937,0,spring
707,27.95643441,0.333214303,17.16028358,1,summer
829,29.96774005,0.491184957,8.33803567,1,summer
679,10.13117798,0.3845128,11.53842904,0,winter
578,17.0646625,0.702181354,22.33986832,0,spring
514,8.591687768,0.705790447,15.19952617,1,spring
646,13.27149028,0.863383979,5.067713941,1,spring
639,21.36210964,0.649335248,16.11524642,0,spring
623,10.54246003,0.902033338,6.547769279,0,autumn
838,29.16622401,0.30713903,4.802608303,0,summer
580,17.72032419,0.744986747,12.00892493,1,autumn
550,6.689083861,0.718139633,19.12064504,0,spring
648,13.23995554,0.320112577,16.95635186,0,winter
680,20.70002046,0.549265766,19.36905134,0,summer
674,15.04492384,0.655330253,16.38880602,0,spring
546,9.243226507,0.853552275,10.6498786,0,winter
738,28.33130645,0.424386201,14.87757389,0,summer
580,19.5181074,0.724264825,21.05803679,0,summer
499,14.97067209,0.464917323,22.33007563,0,spring
641,11.94678437,0.689881038,4.513726545,0,autumn
714,27.49855136,0.762591583,13.88570142,0,summer
602,9.960182184,0.71776764,9.04377671,1,spring
611,17.8368921,0.696417662,17.02247739,1,autumn
660,19.78224661,0.685913726,15.74514552,0,autumn
631,14.93028707,0.598679568,12.378304,1,spring
721,17.36918951,0.453593897,8.854405381,0,spring
624,17.90741541,0.758502375,14.47258076,0,spring
486,5.65417934,0.585883996,11.94377053,0,winter
700,18.87650073,0.658356593,13.0732764,1,summer
663,22.82849664,0.767541759,11.61194521,0,summer
655,6.430754141,0.45315016,13.97716272,0,spring
538,12.91005863,0.942344606,12.42944472,1,spring
607,14.16026018,0.779353853,16.41420198,0,autumn
649,3.78558691,0.46581713,0.5,0,winter
531,4.90304329,0.556445736,11.13493975,0,winter
638,19.02378534,0.543862012,9.928821492,1,autumn
733,25.33438654,0.489271097,13.94624632,0,summer
797,26.30765549,0.192541123,16.56600088,0,summer
629,14.19522019,0.540116894,13.40945643,1,spring
664,25.86873588,0.710021074,12.67226538,1,spring
734,25.8161718,0.733703834,9.894427846,0,summer
531,3.021870675,0.447254422,15.97556464,1,winter
592,21.69253753,0.85283863,21.45148132,0,summer
730,24.72300026,0.378894006,14.45011711,1,summer
737,14.67656718,0.768466374,13.47538686,0,spring
640,19.12266359,0.68082908,14.47214206,1,spring
688,14.20808335,0.578472053,9.638811428,1,autumn
600,11.04164639,0.573840559,8.433458023,0,winter
712,15.57106411,0.288539557,8.179876576,0,autumn
691,15.13059854,0.35352468,13.17062851,0,spring
666,18.32992362,0.612657909,15.8945343,0,autumn
647,12.88580324,0.168625893,13.71972029,0,spring
733,16.43781798,0.250898876,10.68815178,1,autumn
667,23.86900989,0.598305821,15.34949979,1,summer
724,17.68022391,0.820317319,10.60258671,0,summer
579,12.87816849,0.850222893,13.9191035,1,spring
728,13.83775217,0.628838674,9.546161897,0,spring
714,25.69067177,0.676125632,14.00818322,0,summer
665,23.46561357,0.885489753,7.622886093,1,summer
751,19.06415181,0.710184127,4.29393742,1,autumn
621,22.1359366,0.477157832,14.79547175,1,autumn
541,9.248819485,0.492045796,19.23088299,0,winter
614,9.052556241,0.334523836,9.990923926,1,spring
616,7.298169852,0.917001271,0.5,1,winter
603,11.93539752,0.609052296,17.77626074,1,autumn
644,14.47670288,0.516990728,12.92857841,1,spring
611,11.70090428,0.296603587,23.76933316,1,winter
535,9.410645087,0.732607023,19.46565353,0,winter
620,19.61098829,0.860623973,9.620959839,1,summer
563,10.39230419,0.486904477,12.04527722,1,spring
607,25.51761677,0.854394068,14.70849511,1,summer
567,9.883389169,0.706129018,9.220491641,1,winter
506,7.838525774,0.45636757,20.05309951,1,winter
728,20.62501393,0.492117124,15.52683581,0,summer
731,19.45428198,0.760782618,8.395447737,0,summer
645,14.95012177,0.247118297,19.11258541,1,autumn
792,17.61871047,0.590579769,5.912901969,0,spring
619,12.37223935,0.565727354,15.25372302,1,autumn
711,19.56673791,0.447984548,5.978366074,0,spring
480,8.273885823,0.737146433,17.27993592,1,winter
643,13.50515912,0.450484734,8.258691512,1,spring
606,14.04211845,0.633190275,9.584794935,1,winter
602,10.86068825,0.266844293,13.82618975,0,autumn
762,24.36947016,0.663839469,14.00012312,0,summer
488,5.631407326,0.545292594,14.08523928,0,winter
633,13.33886506,0.706902621,12.85729154,1,autumn
806,19.11284207,0.35752678,7.306604502,0,summer
611,6.89504691,0.794772531,11.09632198,0,autumn
633,12.11620758,0.535027287,12.20039582,1,autumn
585,8.688029948,0.765812967,13.77614096,0,spring
719,13.25004986,0.77495963,9.25387887,0,spring
684,16.71048934,0.403662237,15.91763202,1,autumn
708,28.02767467,0.245426669,9.983315007,1,summer
797,18.17735176,0.212717311,8.90062645,0,summer
622,14.89411622,0.612687396,7.371784803,1,autumn
715,18.86323244,0.672709109,7.251942722,1,spring
573,1.527639482,0.46637549,6.997638982,0,winter
808,19.91870787,0.80320414,8.811637204,0,autumn
611,16.55408314,0.592800594,19.34756371,1,spring
754,26.84815945,0.406337626,12.18343331,0,summer
563,14.29214687,0.682243758,21.0008198,1,autumn
758,16.66047373,0.372069013,3.18075604,1,autumn
599,11.7678477,0.751045645,16.07304492,1,autumn
676,18.45677428,0.494528579,15.44304885,1,autumn
743,11.74600517,0.322225291,3.645873381,1,spring
766,23.41443274,0.467350808,12.93381192,0,summer
665,26.70996472,0.698792303,12.96277598,0,summer
404,-2.869505643,0.568074128,14.02869988,0,winter
726,16.8971082,0.450430485,8.935814906,0,autumn
688,15.09367971,0.47189976,14.28688359,0,spring
513,12.82303203,0.860319077,17.17057618,0,winter
756,18.73065084,0.937859784,6.983513066,0,summer
490,6.582247923,0.937453813,10.09211351,1,winter
711,23.34434002,0.73692205,15.06141921,1,summer
617,6.604638315,0.386695984,7.494449301,1,winter
362,-1.861118169,0.631467445,16.38966953,1,winter
695,19.23748346,0.905323604,12.09112358,0,autumn
696,18.71385931,0.541563501,16.60674185,1,autumn
716,13.2517239,0.454250219,0.5,1,spring
604,14.03297662,0.834236641,16.84187445,1,spring
508,4.844892575,0.303474879,14.51121687,0,winter
625,22.36538525,0.774700871,15.4103291,0,autumn
720,24.17259024,0.845487497,8.544922502,1,summer
341,2.924241382,0.757551496,20.41091729,1,winter
661,14.73665553,0.664172613,8.281106381,0,autumn
426,0.070945154,0.774635983,16.74488756,0,winter
695,11.99808003,0.465088332,11.66029438,0,autumn
737,8.144775756,0.460780293,2.563010034,0,spring
790,23.31577637,0.294157536,15.32522202,0,summer
574,13.65164195,0.8606842,12.31450508,0,spring
534,6.066016959,0.868787753,8.298385013,0,winter
591,4.58257018,0.303902724,11.27452129,0,winter
501,15.06689392,0.95,25.82727085,1,spring
574,6.06941652,0.768756042,8.68605549,0,winter
679,24.52473921,0.203837218,17.06692914,1,summer
573,8.309018337,0.327293457,11.25959021,1,spring
840,24.42554553,0.367352388,13.0072915,1,summer
614,11.05510925,0.417891395,16.82253135,0,autumn
685,16.16378757,0.2161887,16.75657224,0,spring
688,19.89831393,0.947042006,14.12297401,1,summer
748,27.28722333,0.39690826,7.048394844,1,autumn
786,21.90172285,0.263313698,13.44444827,1,summer
754,12.91982843,0.369313003,13.1618571,1,autumn
650,13.37223985,0.652731428,9.033646771,1,spring
792,13.01704271,0.796428939,6.691449943,0,spring
606,19.17300958,0.868868974,18.14042458,1,summer
690,24.75880312,0.450251239,6.239181264,0,summer
651,15.62548932,0.695749375,15.46088467,1,summer
786,25.75217778,0.350394835,8.301789253,1,summer
326,-2.721706288,0.947001572,15.365806,0,winter
655,18.37032758,0.894171607,2.251885828,1,summer
654,21.51749693,0.540797363,16.4235642,0,autumn
496,7.982739825,0.780021058,10.47398143,0,winter
655,12.81780821,0.831614525,7.264349663,0,spring
453,4.253728681,0.795757488,21.95248162,0,spring
818,25.10977964,0.561438955,11.88419237,0,summer
778,16.48368173,0.1,13.1085176,0,autumn
677,25.40750031,0.775980803,12.84047644,1,summer
688,22.15946659,0.483388958,15.86281994,0,spring
763,17.30924583,0.615109721,9.370800058,0,autumn
452,-0.436503331,0.355667562,20.07730341,1,winter
646,17.17831163,0.360769625,8.032180907,1,autumn
553,3.49573645,0.551197399,9.321718804,0,winter
766,25.4692707,0.202674621,13.06051366,1,summer
697,24.20947824,0.474592694,22.70053277,0,summer
825,25.97580515,0.32854306,9.696778785,0,summer
643,17.40396981,0.474020388,14.05373592,1,autumn
597,18.33395106,0.65982023,9.868072657,1,autumn
682,16.02518953,0.875230823,8.301825018,1,spring
433,2.194015388,0.515992112,13.50237064,1,winter
466,5.003483229,0.710611135,19.49743715,1,spring
681,16.07708094,0.795142768,5.505635048,1,autumn
607,20.81183671,0.811140513,13.27502374,1,summer
513,7.980224166,0.68436781,14.71593873,1,winter
639,18.66673488,0.77921933,10.97567349,0,autumn
665,18.59952206,0.648854112,10.52743796,0,spring
652,13.33438738,0.444488198,8.116069182,0,spring
585,13.70161591,0.636882226,9.971801643,1,spring
629,5.103750483,0.268525734,9.153768015,0,winter
693,17.28000913,0.212371317,16.76561682,0,winter
670,14.5997247,0.798969833,9.040388818,0,autumn
652,13.72477889,0.381155078,13.60853547,0,autumn
531,14.68695303,0.78106334,18.35024751,1,autumn
639,30.31715185,0.58165758,7.105714037,1,summer
710,20.30930953,0.554317027,7.504982378,0,autumn
770,25.75232051,0.160869996,12.26892138,0,summer
725,19.59311236,0.796294933,9.319166344,0,summer
705,13.19293933,0.410495553,16.94380528,0,summer
597,13.62783962,0.673160075,15.99203201,1,autumn
671,22.35514098,0.631884881,13.63932778,1,autumn
607,12.46785428,0.426689011,18.04280965,0,autumn
716,20.05508667,0.366772387,10.62346387,1,summer
686,17.29030513,0.66309384,12.61627607,1,summer
590,22.8060036,0.927141243,18.01078605,1,summer
652,21.99160397,0.15129383,24.19151115,1,autumn
529,6.835005349,0.740713822,10.08933691,1,winter
556,11.08247881,0.747745379,10.55269965,1,spring
391,4.133222232,0.720075455,19.97105598,1,winter
569,3.986200236,0.711816903,12.52174852,0,winter
626,9.099940217,0.91055697,4.997691774,0,winter
692,28.35511832,0.796275367,14.37132651,0,summer
714,21.11152706,0.663620731,12.20791583,0,summer
739,21.19984796,0.548118583,12.99320638,0,autumn
684,21.90180776,0.11410416,16.90722529,0,spring
697,21.08453309,0.680984647,9.744295636,1,summer
700,13.8220819,0.66703031,9.46576692,0,spring
603,13.08157707,0.628781272,8.656323932,1,spring
758,25.87997382,0.15592473,18.36117807,0,summer
617,28.94035212,0.903953629,13.82479783,0,summer
712,14.22926687,0.500257976,0.5,1,spring
596,16.8154197,0.467959454,17.0124447,1,winter
729,12.71744221,0.454711496,14.36774498,0,spring
620,4.484646586,0.519962841,0.5,1,spring
560,11.38036018,0.658720659,20.41894956,0,spring
